Date,State,Humidity,Seasonality,Buffer Stock,Rainfall,Category,Price
2023-01-04,Andhra Pradesh,36.32,Rabi,2571.44,13.14,Moong,77.45
2023-01-04,Andhra Pradesh,36.32,Rabi,2571.44,13.14,Masur,50.31
2023-01-05,Andhra Pradesh,56.65,Rabi,4502.22,41.83,Onion,33.35
2023-01-05,Andhra Pradesh,56.65,Rabi,4502.22,41.83,Potato,19.25
2023-01-05,Andhra Pradesh,56.65,Rabi,4502.22,41.83,Gram,54.07
2023-01-05,Andhra Pradesh,56.65,Rabi,4502.22,41.83,Tur,69.81
2023-01-05,Andhra Pradesh,56.65,Rabi,4502.22,41.83,Urad,60.83
2023-01-05,Andhra Pradesh,56.65,Rabi,4502.22,41.83,Moong,67.96
2023-01-05,Andhra Pradesh,56.65,Rabi,4502.22,41.83,Masur,49.17
2023-01-06,Andhra Pradesh,85.11,Rabi,2666.4,15.11,Onion,31.0
2023-01-06,Andhra Pradesh,85.11,Rabi,2666.4,15.11,Potato,18.07
2023-01-06,Andhra Pradesh,85.11,Rabi,2666.4,15.11,Gram,59.82
2023-01-06,Andhra Pradesh,85.11,Rabi,2666.4,15.11,Tur,80.54
2023-01-06,Andhra Pradesh,85.11,Rabi,2666.4,15.11,Urad,65.59
2023-01-06,Andhra Pradesh,85.11,Rabi,2666.4,15.11,Moong,83.36
2023-01-06,Andhra Pradesh,85.11,Rabi,2666.4,15.11,Masur,60.42
2023-01-07,Andhra Pradesh,87.15,Rabi,2169.21,28.55,Onion,29.39
2023-01-07,Andhra Pradesh,87.15,Rabi,2169.21,28.55,Potato,25.5
2023-01-07,Andhra Pradesh,87.15,Rabi,2169.21,28.55,Gram,47.23
2023-01-07,Andhra Pradesh,87.15,Rabi,2169.21,28.55,Tur,72.44
2023-01-07,Andhra Pradesh,87.15,Rabi,2169.21,28.55,Urad,63.71
2023-01-07,Andhra Pradesh,87.15,Rabi,2169.21,28.55,Moong,68.54
2023-01-07,Andhra Pradesh,87.15,Rabi,2169.21,28.55,Masur,50.7
2023-01-08,Andhra Pradesh,48.21,Rabi,610.73,27.43,Onion,44.93
2023-01-08,Andhra Pradesh,48.21,Rabi,610.73,27.43,Potato,16.45
2023-01-08,Andhra Pradesh,48.21,Rabi,610.73,27.43,Gram,58.14
2023-01-08,Andhra Pradesh,48.21,Rabi,610.73,27.43,Tur,74.82
2023-01-08,Andhra Pradesh,48.21,Rabi,610.73,27.43,Urad,58.18
2023-01-08,Andhra Pradesh,48.21,Rabi,610.73,27.43,Moong,78.24
2023-01-08,Andhra Pradesh,48.21,Rabi,610.73,27.43,Masur,52.69
2023-01-09,Andhra Pradesh,81.65,Rabi,3792.4,28.35,Onion,29.44
2023-01-09,Andhra Pradesh,81.65,Rabi,3792.4,28.35,Potato,20.52
2023-01-09,Andhra Pradesh,81.65,Rabi,3792.4,28.35,Gram,58.51
2023-01-09,Andhra Pradesh,81.65,Rabi,3792.4,28.35,Tur,69.57
2023-01-09,Andhra Pradesh,81.65,Rabi,3792.4,28.35,Urad,68.09
2023-01-09,Andhra Pradesh,81.65,Rabi,3792.4,28.35,Moong,78.76
2023-01-09,Andhra Pradesh,81.65,Rabi,3792.4,28.35,Masur,55.66
2023-01-10,Andhra Pradesh,86.73,Rabi,2902.77,30.04,Onion,25.68
2023-01-10,Andhra Pradesh,86.73,Rabi,2902.77,30.04,Potato,27.42
2023-01-10,Andhra Pradesh,86.73,Rabi,2902.77,30.04,Gram,56.77
2023-01-10,Andhra Pradesh,86.73,Rabi,2902.77,30.04,Tur,67.44
2023-01-10,Andhra Pradesh,86.73,Rabi,2902.77,30.04,Urad,62.16
2023-01-10,Andhra Pradesh,86.73,Rabi,2902.77,30.04,Moong,74.47
2023-01-10,Andhra Pradesh,86.73,Rabi,2902.77,30.04,Masur,54.67
2023-01-11,Andhra Pradesh,82.45,Rabi,1240.66,9.48,Onion,32.9
2023-01-11,Andhra Pradesh,82.45,Rabi,1240.66,9.48,Potato,14.08
2023-01-11,Andhra Pradesh,82.45,Rabi,1240.66,9.48,Gram,61.85
2023-01-11,Andhra Pradesh,82.45,Rabi,1240.66,9.48,Tur,65.94
2023-01-11,Andhra Pradesh,82.45,Rabi,1240.66,9.48,Urad,71.12
2023-01-11,Andhra Pradesh,82.45,Rabi,1240.66,9.48,Moong,72.75
2023-01-11,Andhra Pradesh,82.45,Rabi,1240.66,9.48,Masur,56.7
2023-01-12,Andhra Pradesh,76.66,Rabi,472.75,11.32,Onion,30.39
2023-01-12,Andhra Pradesh,76.66,Rabi,472.75,11.32,Potato,14.03
2023-01-12,Andhra Pradesh,76.66,Rabi,472.75,11.32,Gram,62.43
2023-01-12,Andhra Pradesh,76.66,Rabi,472.75,11.32,Tur,74.53
2023-01-12,Andhra Pradesh,76.66,Rabi,472.75,11.32,Urad,62.98
2023-01-12,Andhra Pradesh,76.66,Rabi,472.75,11.32,Moong,66.94
2023-01-12,Andhra Pradesh,76.66,Rabi,472.75,11.32,Masur,46.75
2023-01-13,Andhra Pradesh,43.94,Rabi,4253.1,2.91,Onion,19.08
2023-01-13,Andhra Pradesh,43.94,Rabi,4253.1,2.91,Potato,30.38
2023-01-13,Andhra Pradesh,43.94,Rabi,4253.1,2.91,Gram,51.78
2023-01-13,Andhra Pradesh,43.94,Rabi,4253.1,2.91,Tur,72.86
2023-01-13,Andhra Pradesh,43.94,Rabi,4253.1,2.91,Urad,63.8
2023-01-13,Andhra Pradesh,43.94,Rabi,4253.1,2.91,Moong,70.78
2023-01-13,Andhra Pradesh,43.94,Rabi,4253.1,2.91,Masur,56.33
2023-01-14,Andhra Pradesh,23.39,Rabi,1519.38,15.44,Onion,31.31
2023-01-14,Andhra Pradesh,23.39,Rabi,1519.38,15.44,Potato,21.85
2023-01-14,Andhra Pradesh,23.39,Rabi,1519.38,15.44,Gram,64.76
2023-01-14,Andhra Pradesh,23.39,Rabi,1519.38,15.44,Tur,65.32
2023-01-14,Andhra Pradesh,23.39,Rabi,1519.38,15.44,Urad,75.07
2023-01-14,Andhra Pradesh,23.39,Rabi,1519.38,15.44,Moong,77.1
2023-01-14,Andhra Pradesh,23.39,Rabi,1519.38,15.44,Masur,56.64
2023-01-15,Andhra Pradesh,37.83,Rabi,3390.11,17.38,Onion,22.73
2023-01-15,Andhra Pradesh,37.83,Rabi,3390.11,17.38,Potato,16.82
2023-01-15,Andhra Pradesh,37.83,Rabi,3390.11,17.38,Gram,62.0
2023-01-15,Andhra Pradesh,37.83,Rabi,3390.11,17.38,Tur,68.14
2023-01-15,Andhra Pradesh,37.83,Rabi,3390.11,17.38,Urad,60.45
2023-01-15,Andhra Pradesh,37.83,Rabi,3390.11,17.38,Moong,78.49
2023-01-15,Andhra Pradesh,37.83,Rabi,3390.11,17.38,Masur,54.14
2023-01-16,Andhra Pradesh,20.78,Rabi,2718.37,13.94,Onion,25.38
2023-01-16,Andhra Pradesh,20.78,Rabi,2718.37,13.94,Potato,24.2
2023-01-16,Andhra Pradesh,20.78,Rabi,2718.37,13.94,Gram,57.16
2023-01-16,Andhra Pradesh,20.78,Rabi,2718.37,13.94,Tur,67.66
2023-01-16,Andhra Pradesh,20.78,Rabi,2718.37,13.94,Urad,62.35
2023-01-16,Andhra Pradesh,20.78,Rabi,2718.37,13.94,Moong,67.64
2023-01-16,Andhra Pradesh,20.78,Rabi,2718.37,13.94,Masur,64.33
2023-01-17,Andhra Pradesh,79.27,Rabi,370.87,7.51,Onion,40.82
2023-01-17,Andhra Pradesh,79.27,Rabi,370.87,7.51,Potato,22.45
2023-01-17,Andhra Pradesh,79.27,Rabi,370.87,7.51,Gram,57.6
2023-01-17,Andhra Pradesh,79.27,Rabi,370.87,7.51,Tur,69.5
2023-01-17,Andhra Pradesh,79.27,Rabi,370.87,7.51,Urad,56.07
2023-01-17,Andhra Pradesh,79.27,Rabi,370.87,7.51,Moong,72.42
2023-01-17,Andhra Pradesh,79.27,Rabi,370.87,7.51,Masur,60.08
2023-01-18,Andhra Pradesh,37.77,Rabi,4047.59,37.93,Onion,27.21
2023-01-18,Andhra Pradesh,37.77,Rabi,4047.59,37.93,Potato,21.36
2023-01-18,Andhra Pradesh,37.77,Rabi,4047.59,37.93,Gram,58.39
2023-01-18,Andhra Pradesh,37.77,Rabi,4047.59,37.93,Tur,63.3
2023-01-18,Andhra Pradesh,37.77,Rabi,4047.59,37.93,Urad,62.02
2023-01-18,Andhra Pradesh,37.77,Rabi,4047.59,37.93,Moong,74.05
2023-01-18,Andhra Pradesh,37.77,Rabi,4047.59,37.93,Masur,61.02
2023-01-19,Andhra Pradesh,23.2,Rabi,3726.12,23.88,Onion,29.66
2023-01-19,Andhra Pradesh,23.2,Rabi,3726.12,23.88,Potato,21.36
2023-01-19,Andhra Pradesh,23.2,Rabi,3726.12,23.88,Gram,64.86
2023-01-19,Andhra Pradesh,23.2,Rabi,3726.12,23.88,Tur,70.86
2023-01-19,Andhra Pradesh,23.2,Rabi,3726.12,23.88,Urad,63.54
2023-01-19,Andhra Pradesh,23.2,Rabi,3726.12,23.88,Moong,73.24
2023-01-19,Andhra Pradesh,23.2,Rabi,3726.12,23.88,Masur,51.56
2023-01-20,Andhra Pradesh,71.66,Rabi,809.54,28.58,Onion,35.2
2023-01-20,Andhra Pradesh,71.66,Rabi,809.54,28.58,Potato,18.49
2023-01-20,Andhra Pradesh,71.66,Rabi,809.54,28.58,Gram,61.82
2023-01-20,Andhra Pradesh,71.66,Rabi,809.54,28.58,Tur,59.63
2023-01-20,Andhra Pradesh,71.66,Rabi,809.54,28.58,Urad,63.63
2023-01-20,Andhra Pradesh,71.66,Rabi,809.54,28.58,Moong,78.12
2023-01-20,Andhra Pradesh,71.66,Rabi,809.54,28.58,Masur,58.64
2023-01-21,Andhra Pradesh,65.26,Rabi,2108.78,30.29,Onion,27.96
2023-01-21,Andhra Pradesh,65.26,Rabi,2108.78,30.29,Potato,21.46
2023-01-21,Andhra Pradesh,65.26,Rabi,2108.78,30.29,Gram,54.05
2023-01-21,Andhra Pradesh,65.26,Rabi,2108.78,30.29,Tur,69.35
2023-01-21,Andhra Pradesh,65.26,Rabi,2108.78,30.29,Urad,75.31
2023-01-21,Andhra Pradesh,65.26,Rabi,2108.78,30.29,Moong,68.72
2023-01-21,Andhra Pradesh,65.26,Rabi,2108.78,30.29,Masur,58.17
2023-01-22,Andhra Pradesh,67.15,Rabi,2935.27,21.3,Onion,24.03
2023-01-22,Andhra Pradesh,67.15,Rabi,2935.27,21.3,Potato,16.13
2023-01-22,Andhra Pradesh,67.15,Rabi,2935.27,21.3,Gram,58.79
2023-01-22,Andhra Pradesh,67.15,Rabi,2935.27,21.3,Tur,74.16
2023-01-22,Andhra Pradesh,67.15,Rabi,2935.27,21.3,Urad,66.48
2023-01-22,Andhra Pradesh,67.15,Rabi,2935.27,21.3,Moong,69.57
2023-01-22,Andhra Pradesh,67.15,Rabi,2935.27,21.3,Masur,60.36
2023-01-23,Andhra Pradesh,45.79,Rabi,2886.09,22.6,Onion,34.53
2023-01-23,Andhra Pradesh,45.79,Rabi,2886.09,22.6,Potato,16.22
2023-01-23,Andhra Pradesh,45.79,Rabi,2886.09,22.6,Gram,61.06
2023-01-23,Andhra Pradesh,45.79,Rabi,2886.09,22.6,Tur,65.24
2023-01-23,Andhra Pradesh,45.79,Rabi,2886.09,22.6,Urad,63.81
2023-01-23,Andhra Pradesh,45.79,Rabi,2886.09,22.6,Moong,77.21
2023-01-23,Andhra Pradesh,45.79,Rabi,2886.09,22.6,Masur,61.25
2023-01-24,Andhra Pradesh,74.23,Rabi,1626.57,8.8,Onion,27.75
2023-01-24,Andhra Pradesh,74.23,Rabi,1626.57,8.8,Potato,21.14
2023-01-24,Andhra Pradesh,74.23,Rabi,1626.57,8.8,Gram,54.27
2023-01-24,Andhra Pradesh,74.23,Rabi,1626.57,8.8,Tur,68.77
2023-01-24,Andhra Pradesh,74.23,Rabi,1626.57,8.8,Urad,61.87
2023-01-24,Andhra Pradesh,74.23,Rabi,1626.57,8.8,Moong,67.15
2023-01-24,Andhra Pradesh,74.23,Rabi,1626.57,8.8,Masur,53.11
2023-01-25,Andhra Pradesh,32.58,Rabi,1016.41,6.58,Onion,25.15
2023-01-25,Andhra Pradesh,32.58,Rabi,1016.41,6.58,Potato,17.52
2023-01-25,Andhra Pradesh,32.58,Rabi,1016.41,6.58,Gram,56.17
2023-01-25,Andhra Pradesh,32.58,Rabi,1016.41,6.58,Tur,72.58
2023-01-25,Andhra Pradesh,32.58,Rabi,1016.41,6.58,Urad,70.71
2023-01-25,Andhra Pradesh,32.58,Rabi,1016.41,6.58,Moong,68.28
2023-01-25,Andhra Pradesh,32.58,Rabi,1016.41,6.58,Masur,56.44
2023-01-26,Andhra Pradesh,36.18,Rabi,625.72,22.31,Onion,34.16
2023-01-26,Andhra Pradesh,36.18,Rabi,625.72,22.31,Potato,25.85
2023-01-26,Andhra Pradesh,36.18,Rabi,625.72,22.31,Gram,62.8
2023-01-26,Andhra Pradesh,36.18,Rabi,625.72,22.31,Tur,61.7
2023-01-26,Andhra Pradesh,36.18,Rabi,625.72,22.31,Urad,60.88
2023-01-26,Andhra Pradesh,36.18,Rabi,625.72,22.31,Moong,79.82
2023-01-26,Andhra Pradesh,36.18,Rabi,625.72,22.31,Masur,59.11
2023-01-27,Andhra Pradesh,80.09,Rabi,4377.69,18.2,Onion,33.2
2023-01-27,Andhra Pradesh,80.09,Rabi,4377.69,18.2,Potato,9.49
2023-01-27,Andhra Pradesh,80.09,Rabi,4377.69,18.2,Gram,63.6
2023-01-27,Andhra Pradesh,80.09,Rabi,4377.69,18.2,Tur,67.98
2023-01-27,Andhra Pradesh,80.09,Rabi,4377.69,18.2,Urad,61.71
2023-01-27,Andhra Pradesh,80.09,Rabi,4377.69,18.2,Moong,65.92
2023-01-27,Andhra Pradesh,80.09,Rabi,4377.69,18.2,Masur,58.17
2023-01-28,Andhra Pradesh,72.34,Rabi,3762.46,47.2,Onion,29.92
2023-01-28,Andhra Pradesh,72.34,Rabi,3762.46,47.2,Potato,22.77
2023-01-28,Andhra Pradesh,72.34,Rabi,3762.46,47.2,Gram,68.8
2023-01-28,Andhra Pradesh,72.34,Rabi,3762.46,47.2,Tur,74.88
2023-01-28,Andhra Pradesh,72.34,Rabi,3762.46,47.2,Urad,78.67
2023-01-28,Andhra Pradesh,72.34,Rabi,3762.46,47.2,Moong,81.17
2023-01-28,Andhra Pradesh,72.34,Rabi,3762.46,47.2,Masur,53.46
2023-01-29,Andhra Pradesh,75.17,Rabi,3296.48,32.37,Onion,28.99
2023-01-29,Andhra Pradesh,75.17,Rabi,3296.48,32.37,Potato,20.02
2023-01-29,Andhra Pradesh,75.17,Rabi,3296.48,32.37,Gram,60.77
2023-01-29,Andhra Pradesh,75.17,Rabi,3296.48,32.37,Tur,71.08
2023-01-29,Andhra Pradesh,75.17,Rabi,3296.48,32.37,Urad,58.81
2023-01-29,Andhra Pradesh,75.17,Rabi,3296.48,32.37,Moong,74.58
2023-01-29,Andhra Pradesh,75.17,Rabi,3296.48,32.37,Masur,47.59
2023-01-30,Andhra Pradesh,58.08,Rabi,104.22,17.96,Onion,23.16
2023-01-30,Andhra Pradesh,58.08,Rabi,104.22,17.96,Potato,24.3
2023-01-30,Andhra Pradesh,58.08,Rabi,104.22,17.96,Gram,53.39
2023-01-30,Andhra Pradesh,58.08,Rabi,104.22,17.96,Tur,73.49
2023-01-30,Andhra Pradesh,58.08,Rabi,104.22,17.96,Urad,63.76
2023-01-30,Andhra Pradesh,58.08,Rabi,104.22,17.96,Moong,77.5
2023-01-30,Andhra Pradesh,58.08,Rabi,104.22,17.96,Masur,59.16
2023-01-31,Andhra Pradesh,82.76,Rabi,3083.75,25.57,Onion,29.52
2023-01-31,Andhra Pradesh,82.76,Rabi,3083.75,25.57,Potato,13.98
2023-01-31,Andhra Pradesh,82.76,Rabi,3083.75,25.57,Gram,54.36
2023-01-31,Andhra Pradesh,82.76,Rabi,3083.75,25.57,Tur,66.0
2023-01-31,Andhra Pradesh,82.76,Rabi,3083.75,25.57,Urad,61.31
2023-01-31,Andhra Pradesh,82.76,Rabi,3083.75,25.57,Moong,72.85
2023-01-31,Andhra Pradesh,82.76,Rabi,3083.75,25.57,Masur,58.28
2023-02-01,Andhra Pradesh,47.18,Rabi,2842.16,25.42,Onion,25.82
2023-02-01,Andhra Pradesh,47.18,Rabi,2842.16,25.42,Potato,15.02
2023-02-01,Andhra Pradesh,47.18,Rabi,2842.16,25.42,Gram,61.96
2023-02-01,Andhra Pradesh,47.18,Rabi,2842.16,25.42,Tur,73.64
2023-02-01,Andhra Pradesh,47.18,Rabi,2842.16,25.42,Urad,62.62
2023-02-01,Andhra Pradesh,47.18,Rabi,2842.16,25.42,Moong,71.54
2023-02-01,Andhra Pradesh,47.18,Rabi,2842.16,25.42,Masur,53.0
2023-02-02,Andhra Pradesh,48.56,Rabi,4047.82,4.24,Onion,27.63
2023-02-02,Andhra Pradesh,48.56,Rabi,4047.82,4.24,Potato,15.81
2023-02-02,Andhra Pradesh,48.56,Rabi,4047.82,4.24,Gram,55.87
2023-02-02,Andhra Pradesh,48.56,Rabi,4047.82,4.24,Tur,63.23
2023-02-02,Andhra Pradesh,48.56,Rabi,4047.82,4.24,Urad,63.4
2023-02-02,Andhra Pradesh,48.56,Rabi,4047.82,4.24,Moong,75.84
2023-02-02,Andhra Pradesh,48.56,Rabi,4047.82,4.24,Masur,59.73
2023-02-03,Andhra Pradesh,72.66,Rabi,348.88,48.91,Onion,33.63
2023-02-03,Andhra Pradesh,72.66,Rabi,348.88,48.91,Potato,20.81
2023-02-03,Andhra Pradesh,72.66,Rabi,348.88,48.91,Gram,57.67
2023-02-03,Andhra Pradesh,72.66,Rabi,348.88,48.91,Tur,64.6
2023-02-03,Andhra Pradesh,72.66,Rabi,348.88,48.91,Urad,59.48
2023-02-03,Andhra Pradesh,72.66,Rabi,348.88,48.91,Moong,75.6
2023-02-03,Andhra Pradesh,72.66,Rabi,348.88,48.91,Masur,45.65
2023-02-04,Andhra Pradesh,66.26,Rabi,4445.12,49.26,Onion,30.19
2023-02-04,Andhra Pradesh,66.26,Rabi,4445.12,49.26,Potato,26.48
2023-02-04,Andhra Pradesh,66.26,Rabi,4445.12,49.26,Gram,65.94
2023-02-04,Andhra Pradesh,66.26,Rabi,4445.12,49.26,Tur,64.06
2023-02-04,Andhra Pradesh,66.26,Rabi,4445.12,49.26,Urad,62.24
2023-02-04,Andhra Pradesh,66.26,Rabi,4445.12,49.26,Moong,77.28
2023-02-04,Andhra Pradesh,66.26,Rabi,4445.12,49.26,Masur,55.32
2023-02-05,Andhra Pradesh,33.25,Rabi,4727.38,45.7,Onion,28.42
2023-02-05,Andhra Pradesh,33.25,Rabi,4727.38,45.7,Potato,24.49
2023-02-05,Andhra Pradesh,33.25,Rabi,4727.38,45.7,Gram,60.02
2023-02-05,Andhra Pradesh,33.25,Rabi,4727.38,45.7,Tur,73.25
2023-02-05,Andhra Pradesh,33.25,Rabi,4727.38,45.7,Urad,63.56
2023-02-05,Andhra Pradesh,33.25,Rabi,4727.38,45.7,Moong,77.93
2023-02-05,Andhra Pradesh,33.25,Rabi,4727.38,45.7,Masur,50.87
2023-02-06,Andhra Pradesh,71.9,Rabi,570.43,48.06,Onion,38.44
2023-02-06,Andhra Pradesh,71.9,Rabi,570.43,48.06,Potato,20.8
2023-02-06,Andhra Pradesh,71.9,Rabi,570.43,48.06,Gram,62.75
2023-02-06,Andhra Pradesh,71.9,Rabi,570.43,48.06,Tur,72.06
2023-02-06,Andhra Pradesh,71.9,Rabi,570.43,48.06,Urad,64.96
2023-02-06,Andhra Pradesh,71.9,Rabi,570.43,48.06,Moong,76.02
2023-02-06,Andhra Pradesh,71.9,Rabi,570.43,48.06,Masur,48.63
2023-02-07,Andhra Pradesh,46.33,Rabi,3595.56,13.83,Onion,31.01
2023-02-07,Andhra Pradesh,46.33,Rabi,3595.56,13.83,Potato,23.46
2023-02-07,Andhra Pradesh,46.33,Rabi,3595.56,13.83,Gram,53.86
2023-02-07,Andhra Pradesh,46.33,Rabi,3595.56,13.83,Tur,84.43
2023-02-07,Andhra Pradesh,46.33,Rabi,3595.56,13.83,Urad,61.46
2023-02-07,Andhra Pradesh,46.33,Rabi,3595.56,13.83,Moong,75.61
2023-02-07,Andhra Pradesh,46.33,Rabi,3595.56,13.83,Masur,51.61
2023-02-08,Andhra Pradesh,22.9,Rabi,2341.13,26.4,Onion,28.83
2023-02-08,Andhra Pradesh,22.9,Rabi,2341.13,26.4,Potato,22.39
2023-02-08,Andhra Pradesh,22.9,Rabi,2341.13,26.4,Gram,57.39
2023-02-08,Andhra Pradesh,22.9,Rabi,2341.13,26.4,Tur,67.57
2023-02-08,Andhra Pradesh,22.9,Rabi,2341.13,26.4,Urad,71.79
2023-02-08,Andhra Pradesh,22.9,Rabi,2341.13,26.4,Moong,82.88
2023-02-08,Andhra Pradesh,22.9,Rabi,2341.13,26.4,Masur,56.77
2023-02-09,Andhra Pradesh,29.37,Rabi,4591.57,47.06,Onion,33.74
2023-02-09,Andhra Pradesh,29.37,Rabi,4591.57,47.06,Potato,34.16
2023-02-09,Andhra Pradesh,29.37,Rabi,4591.57,47.06,Gram,60.8
2023-02-09,Andhra Pradesh,29.37,Rabi,4591.57,47.06,Tur,62.1
2023-02-09,Andhra Pradesh,29.37,Rabi,4591.57,47.06,Urad,63.24
2023-02-09,Andhra Pradesh,29.37,Rabi,4591.57,47.06,Moong,71.98
2023-02-09,Andhra Pradesh,29.37,Rabi,4591.57,47.06,Masur,51.81
2023-02-10,Andhra Pradesh,68.53,Rabi,2428.17,5.51,Onion,28.0
2023-02-10,Andhra Pradesh,68.53,Rabi,2428.17,5.51,Potato,29.28
2023-02-10,Andhra Pradesh,68.53,Rabi,2428.17,5.51,Gram,52.98
2023-02-10,Andhra Pradesh,68.53,Rabi,2428.17,5.51,Tur,73.21
2023-02-10,Andhra Pradesh,68.53,Rabi,2428.17,5.51,Urad,69.59
2023-02-10,Andhra Pradesh,68.53,Rabi,2428.17,5.51,Moong,81.2
2023-02-10,Andhra Pradesh,68.53,Rabi,2428.17,5.51,Masur,57.1
2023-02-11,Andhra Pradesh,35.62,Rabi,3540.11,23.82,Onion,30.19
2023-02-11,Andhra Pradesh,35.62,Rabi,3540.11,23.82,Potato,14.98
2023-02-11,Andhra Pradesh,35.62,Rabi,3540.11,23.82,Gram,50.4
2023-02-11,Andhra Pradesh,35.62,Rabi,3540.11,23.82,Tur,71.0
2023-02-11,Andhra Pradesh,35.62,Rabi,3540.11,23.82,Urad,61.63
2023-02-11,Andhra Pradesh,35.62,Rabi,3540.11,23.82,Moong,72.55
2023-02-11,Andhra Pradesh,35.62,Rabi,3540.11,23.82,Masur,52.26
2023-02-12,Andhra Pradesh,69.3,Rabi,3997.43,27.55,Onion,35.54
2023-02-12,Andhra Pradesh,69.3,Rabi,3997.43,27.55,Potato,14.59
2023-02-12,Andhra Pradesh,69.3,Rabi,3997.43,27.55,Gram,56.19
2023-02-12,Andhra Pradesh,69.3,Rabi,3997.43,27.55,Tur,66.74
2023-02-12,Andhra Pradesh,69.3,Rabi,3997.43,27.55,Urad,55.18
2023-02-12,Andhra Pradesh,69.3,Rabi,3997.43,27.55,Moong,62.76
2023-02-12,Andhra Pradesh,69.3,Rabi,3997.43,27.55,Masur,56.02
2023-02-13,Andhra Pradesh,73.39,Rabi,4979.1,38.73,Onion,29.52
2023-02-13,Andhra Pradesh,73.39,Rabi,4979.1,38.73,Potato,21.92
2023-02-13,Andhra Pradesh,73.39,Rabi,4979.1,38.73,Gram,71.6
2023-02-13,Andhra Pradesh,73.39,Rabi,4979.1,38.73,Tur,72.69
2023-02-13,Andhra Pradesh,73.39,Rabi,4979.1,38.73,Urad,62.28
2023-02-13,Andhra Pradesh,73.39,Rabi,4979.1,38.73,Moong,72.69
2023-02-13,Andhra Pradesh,73.39,Rabi,4979.1,38.73,Masur,53.86
2023-02-14,Andhra Pradesh,59.31,Rabi,4420.73,5.55,Onion,36.44
2023-02-14,Andhra Pradesh,59.31,Rabi,4420.73,5.55,Potato,27.51
2023-02-14,Andhra Pradesh,59.31,Rabi,4420.73,5.55,Gram,56.11
2023-02-14,Andhra Pradesh,59.31,Rabi,4420.73,5.55,Tur,69.71
2023-02-14,Andhra Pradesh,59.31,Rabi,4420.73,5.55,Urad,67.92
2023-02-14,Andhra Pradesh,59.31,Rabi,4420.73,5.55,Moong,79.78
2023-02-14,Andhra Pradesh,59.31,Rabi,4420.73,5.55,Masur,48.79
2023-02-15,Andhra Pradesh,23.2,Rabi,2722.61,10.48,Onion,36.06
2023-02-15,Andhra Pradesh,23.2,Rabi,2722.61,10.48,Potato,12.56
2023-02-15,Andhra Pradesh,23.2,Rabi,2722.61,10.48,Gram,56.19
2023-02-15,Andhra Pradesh,23.2,Rabi,2722.61,10.48,Tur,74.24
2023-02-15,Andhra Pradesh,23.2,Rabi,2722.61,10.48,Urad,62.01
2023-02-15,Andhra Pradesh,23.2,Rabi,2722.61,10.48,Moong,75.57
2023-02-15,Andhra Pradesh,23.2,Rabi,2722.61,10.48,Masur,56.59
2023-02-16,Andhra Pradesh,62.54,Rabi,208.45,5.77,Onion,21.77
2023-02-16,Andhra Pradesh,62.54,Rabi,208.45,5.77,Potato,21.14
2023-02-16,Andhra Pradesh,62.54,Rabi,208.45,5.77,Gram,60.07
